page,index_on_page,filename,bytes,extension,sha256,is_duplicate,first_seen_as
10,1,page_010/2026SS_p010_001.png,1387,png,cde39a68fa155d1174a9b161cdd8e119a2039aa23e4f9dafe4de5ad81a5b85f7,yes,page_002/2026SS_p002_002.png
10,2,page_010/2026SS_p010_002.png,1387,png,cde39a68fa155d1174a9b161cdd8e119a2039aa23e4f9dafe4de5ad81a5b85f7,yes,page_002/2026SS_p002_002.png
10,3,page_010/2026SS_p010_003.png,123481,png,2a540a2eab87d088eda708467e58590d4af3b5724f021a40cc9834982ebf5e1f,no,
10,4,page_010/2026SS_p010_004.jpg,21354,jpg,23cf119c4d31ae9a265c8b1825c9e4b7f30ea12d2448cfaa777a4f1b6ce98faf,no,
10,5,page_010/2026SS_p010_005.jpg,84712,jpg,3bb0af07e9ca9a7e20e42b3696a4468313d8a790b4284a21c090191878a6d536,no,
11,1,page_011/2026SS_p011_001.png,1387,png,cde39a68fa155d1174a9b161cdd8e119a2039aa23e4f9dafe4de5ad81a5b85f7,yes,page_002/2026SS_p002_002.png
11,2,page_011/2026SS_p011_002.png,1387,png,cde39a68fa155d1174a9b161cdd8e119a2039aa23e4f9dafe4de5ad81a5b85f7,yes,page_002/2026SS_p002_002.png
11,3,page_011/2026SS_p011_003.jpg,101757,jpg,47a79a65abddf8a52b24bb8085127d686531fd443b5154c8f30e4432b042ec80,no,
11,4,page_011/2026SS_p011_004.jpg,20159,jpg,9c2ea5911102877c7663c7f7184822601e841abfabded6960de5e9886fde8de0,no,
11,5,page_011/2026SS_p011_005.jpg,13299,jpg,fb815d04383d5e86a30979d2fd5fb92bf43561e934e34c4913f943318263f134,no,
11,6,page_011/2026SS_p011_006.jpg,14604,jpg,109ba6a091c943af3a5ae7851176626e92f2c3d65cc97916c2cb814009208eaa,no,
12,1,page_012/2026SS_p012_001.png,1387,png,cde39a68fa155d1174a9b161cdd8e119a2039aa23e4f9dafe4de5ad81a5b85f7,yes,page_002/2026SS_p002_002.png
12,2,page_012/2026SS_p012_002.png,1387,png,cde39a68fa155d1174a9b161cdd8e119a2039aa23e4f9dafe4de5ad81a5b85f7,yes,page_002/2026SS_p002_002.png
12,3,page_012/2026SS_p012_003.png,25538,png,42e910b22a741015be56a3a66dd276975926c492ebafa079a23a23520bfe016c,no,
12,4,page_012/2026SS_p012_004.jp2,50811,jp2,ea7fbb2202b43818c23faf5b74e779033c761da154d5c04d873543d75202a45a,no,
12,5,page_012/2026SS_p012_005.jpg,3194,jpg,b477890721ed9752331c28b55ff04006105af686c52a0deccf42d9b0c72af501,no,
12,6,page_012/2026SS_p012_006.jpg,3949,jpg,091b25a017cdebfd471f45ba2dea329e12744084fdc4bd10715742e34f63f8ec,no,
12,7,page_012/2026SS_p012_007.jpg,3446,jpg,aafadcc192f60e5cd4fb97f69ec0cfe26e9a812178a0d0a09cedf9fb189fd166,no,
12,8,page_012/2026SS_p012_008.jpg,2672,jpg,d3621e206f5a2655273d7396008757713cfcb2cf500f0f5308ec822643296352,no,
12,9,page_012/2026SS_p012_009.jpg,2828,jpg,7359fafda42490b44dadc7b630569e00cb82feee495143d403b7bdaaaf8e5183,no,
12,10,page_012/2026SS_p012_010.jpg,4271,jpg,623c7ba61cc3d3884079dcc7965dd02d40770eaefeeb1134a4146d59be7e6d02,no,
12,11,page_012/2026SS_p012_011.jpg,23951,jpg,603552193fd042a88664d651e9b74a20a2ba154b83f2cbb5ee46b2057a074491,no,
12,12,page_012/2026SS_p012_012.jpg,73377,jpg,c597b01d084a75e8d7d694110ca4c1042613b432bbb44b6f9ab385b5d280cd10,no,
13,1,page_013/2026SS_p013_001.png,1387,png,cde39a68fa155d1174a9b161cdd8e119a2039aa23e4f9dafe4de5ad81a5b85f7,yes,page_002/2026SS_p002_002.png
13,2,page_013/2026SS_p013_002.png,1387,png,cde39a68fa155d1174a9b161cdd8e119a2039aa23e4f9dafe4de5ad81a5b85f7,yes,page_002/2026SS_p002_002.png
13,3,page_013/2026SS_p013_003.jpg,5149,jpg,c7490e6778b0918f3441e6a20b2686ec4c1aac98edaa760a86286a62a95d1c44,no,
13,4,page_013/2026SS_p013_004.jpg,3820,jpg,442fa8b763ace0e5da7047252ee452902e98a5ed56973474cedea0e85a3de268,no,
13,5,page_013/2026SS_p013_005.jpg,5783,jpg,bc4ea7a25802051290be52f87e2845b3cca798b484f3b07028afda1ba1067b01,no,
13,6,page_013/2026SS_p013_006.jpg,4068,jpg,fc51181fcb63e7f1e66746aa7ee235e19c557c1e43df88d1442ae318bcf2c7e0,no,
13,7,page_013/2026SS_p013_007.jpg,5962,jpg,efe4702395082eb9d8b0bb7033b062c6c94cdad9b09cb3b75aa0a9b2e35a0f70,no,
13,8,page_013/2026SS_p013_008.jpg,6027,jpg,58feb9dace9cc113b2621abae2a6bdabac6f722b73f87fb4e3260a0cf6fdf8b9,no,
13,9,page_013/2026SS_p013_009.jpg,4457,jpg,431511fc45893b4bbae47aa3adbc8b1242cf4817e2ca96ed2014a7963d663c4e,no,
13,10,page_013/2026SS_p013_010.jpg,25739,jpg,f5b2ad9d6e38dd54d71713a83ade89e496d3be0baba79205df3d485fad0456e5,no,
13,11,page_013/2026SS_p013_011.jpg,23097,jpg,411463341714d3868a3a31de210a737d43e3f1ab5cdfbc790d996879e5acc374,no,
13,12,page_013/2026SS_p013_012.jpg,19683,jpg,d85df5b7bcc30f5c2663acaf348c0894d99e6aec51419eea0fcf7c6fbb7a7abb,no,
13,13,page_013/2026SS_p013_013.jpg,4022,jpg,8d06fb57e4dde0e4dc6cd90b3df6abd912c89db1294c588284afb532ceaaa034,no,
13,14,page_013/2026SS_p013_014.jpg,4552,jpg,3a36725cd1ee013336f13ff96aa3db142a233f9c3cc17226b68a276e9ece1e58,no,
